0	34.386724	34.666281
0.001	35.039196	35.039196
0.002	35.163476	34.914903
0.003	35.039196	34.790598
0.004	35.039196	34.914903
0.005	34.914903	35.411998
0.006	34.541951	34.293252
0.007	34.914903	35.163476
0.008	34.790598	34.417608
0.009	35.287743	34.666281
0.01	34.914903	35.039196
0.011	34.790598	35.039196
0.012	34.541951	34.790598
0.013	34.914903	34.541951
0.014	35.039196	34.168884
0.015	34.790598	34.417608
0.016	34.790598	35.163476
0.017	34.666281	34.541951
0.018	34.168884	34.914903
0.019	34.666281	35.163476
0.02	34.666281	35.287743
0.021	34.914903	35.039196
0.022	34.541951	34.914903
0.023	35.039196	34.914903
0.024	35.039196	34.790598
0.025	34.914903	35.039196
0.026	34.417608	35.163476
0.027	35.039196	35.287743
0.028	34.914903	34.790598
0.029	35.039196	34.666281
0.03	34.541951	34.790598
0.031	34.790598	35.163476
0.032	35.287743	35.287743
0.033	34.417608	35.039196
0.034	34.666281	34.666281
0.035	34.417608	34.790598
0.036	34.790598	34.666281
0.037	34.666281	34.417608
0.038	34.417608	34.790598
0.039	35.039196	34.790598
0.04	34.541951	35.039196
0.041	34.417608	35.163476
0.042	34.914903	34.417608
0.043	34.914903	34.790598
0.044	35.163476	35.039196
0.045	34.790598	34.790598
0.046	34.666281	34.790598
0.047	34.790598	35.411998
0.048	35.287743	34.790598
0.049	34.541951	34.541951
0.05	35.287743	35.163476
0.051	34.541951	34.914903
0.052	34.666281	34.541951
0.053	34.914903	34.914903
0.054	34.541951	34.541951
0.055	34.541951	34.790598
0.056	35.039196	35.660471
0.057	35.536241	34.790598
0.058	34.541951	35.039196
0.059	34.914903	35.411998
0.06	34.790598	34.914903
0.061	34.790598	34.790598
0.062	34.790598	35.287743
0.063	34.666281	34.541951
0.064	35.039196	34.666281
0.065	34.417608	35.287743
0.066	34.666281	35.039196
0.067	35.039196	34.914903
0.068	34.914903	35.287743
0.069	35.411998	34.790598
0.07	34.541951	34.293252
0.071	34.914903	34.790598
0.072	35.039196	34.417608
0.073	35.287743	34.790598
0.074	34.417608	35.411998
0.075	34.790598	35.163476
0.076	34.541951	34.541951
0.077	34.790598	35.660471
0.078	34.666281	34.293252
0.079	34.417608	34.417608
0.08	34.417608	35.039196
0.081	34.790598	34.666281
0.082	34.666281	34.790598
0.083	34.914903	35.039196
0.084	34.790598	34.790598
0.085	34.790598	34.790598
0.086	34.790598	35.039196
0.087	34.666281	34.790598
0.088	35.039196	34.914903
0.089	35.163476	34.790598
0.09	34.790598	34.666281
0.091	35.039196	34.541951
0.092	35.163476	34.666281
0.093	34.790598	35.039196
0.094	34.914903	34.293252
0.095	34.666281	34.666281
0.096	34.914903	34.541951
0.097	35.039196	34.914903
0.098	34.541951	34.293252
0.099	35.039196	34.790598
0.1	34.666281	35.163476
0.101	34.790598	34.666281
0.102	34.790598	34.541951
0.103	34.541951	35.039196
0.104	35.287743	34.541951
0.105	34.541951	35.287743
0.106	35.039196	34.790598
0.107	35.039196	35.287743
0.108	34.914903	34.666281
0.109	34.790598	34.666281
0.11	34.293252	34.790598
0.111	34.790598	34.790598
0.112	35.287743	34.417608
0.113	34.790598	34.666281
