0.000000	24.121249
0.000500	24.764015
0.107011	24.442679
0.107511	24.924647
0.205021	23.799725
0.205521	24.442679
0.307031	24.121249
0.307531	24.603359
0.406041	24.764015
0.406541	24.603359
0.507051	24.764015
0.507551	24.442679
0.606061	24.121249
0.606561	24.764015
0.707071	23.960498
0.707571	24.442679
0.806081	24.924647
0.806581	24.442679
0.906091	24.603359
0.906591	24.764015
1.007101	24.603359
1.007601	23.960498
1.107111	24.442679
1.107611	24.603359
1.207121	24.764015
1.207621	24.603359
1.306131	24.442679
1.306631	24.603359
1.406141	24.603359
1.406641	24.281976
1.507151	23.799725
1.507651	24.764015
1.606161	24.603359
1.606661	24.603359
1.704170	24.764015
1.704670	24.442679
1.807181	24.442679
1.807681	24.442679
1.906191	23.478107
1.906691	24.281976
2.007201	23.799725
2.007701	24.442679
2.106211	24.442679
2.106711	24.281976
2.203220	24.603359
2.203720	24.121249
2.307231	23.960498
2.307731	24.281976
2.406241	24.281976
2.406741	23.799725
2.507251	23.960498
2.507751	25.245840
2.607261	24.603359
2.607761	24.442679
2.707271	23.960498
2.707771	23.960498
2.807281	24.764015
2.807781	24.764015
2.906291	25.085255
2.906791	24.924647
3.007301	24.442679
3.007801	23.960498
3.106311	23.960498
3.106811	24.603359
3.206321	24.281976
3.206821	24.281976
3.308331	24.924647
3.308831	25.245840
3.408341	24.281976
3.408841	24.924647
3.508351	24.281976
3.508851	25.085255
3.608361	24.281976
3.608861	24.764015
3.707371	24.764015
3.707871	24.442679
3.807381	24.603359
3.807881	23.799725
3.907391	24.603359
3.907891	24.603359
4.007401	24.121249
4.007901	24.121249
4.107411	24.764015
4.107911	24.281976
4.208421	23.960498
4.208921	24.442679
4.308431	24.442679
4.308931	24.121249
4.407441	24.121249
4.407941	24.603359
4.508451	24.924647
4.508951	24.121249
4.608461	24.603359
4.608961	24.924647
4.708471	24.121249
4.708971	24.121249
4.808481	24.764015
4.808981	24.603359
4.917492	24.442679
4.917992	24.603359
5.007501	24.924647
5.008001	24.603359
5.108511	24.281976
5.109011	24.121249
5.207521	24.764015
5.208021	24.924647
5.308531	24.442679
5.309031	24.281976
5.410541	24.281976
5.411041	24.281976
5.508551	24.281976
5.509051	24.924647
5.608561	24.442679
5.609061	24.121249
5.707571	24.442679
5.708071	24.121249
5.808581	23.960498
5.809081	24.603359
5.907591	24.603359
5.908091	24.442679
6.007601	24.121249
6.008101	25.245840
6.107611	24.764015
6.108111	24.281976
6.207621	24.603359
6.208121	24.281976
6.308631	24.281976
6.309131	25.085255
6.408641	25.245840
6.409141	24.281976
6.507651	24.924647
6.508151	24.442679
6.607661	24.281976
6.608161	24.924647
6.708671	23.799725
6.709171	24.121249
6.808681	24.764015
6.809181	24.281976
6.908691	24.442679
6.909191	23.799725
7.007701	24.924647
7.008201	24.603359
7.108711	23.799725
7.109211	24.442679
7.209721	23.799725
7.210221	24.281976
7.309731	25.085255
7.310231	25.085255
7.409741	24.281976
7.410241	24.281976
7.508751	24.442679
7.509251	24.121249
7.608761	24.603359
7.609261	23.960498
7.709771	24.442679
7.710271	24.603359
7.809781	25.245840
7.810281	24.603359
7.909791	24.281976
7.910291	24.764015
8.008801	24.764015
8.009301	24.442679
8.108811	24.924647
8.109311	24.121249
8.209821	24.924647
8.210321	24.281976
8.305831	24.603359
8.306331	25.245840
8.409841	24.764015
8.410341	24.764015
8.509851	24.442679
8.510351	24.281976
8.609861	24.121249
8.610361	24.603359
8.709871	24.121249
8.710371	24.603359
8.804880	25.085255
8.805380	25.085255
8.908891	24.603359
8.909391	24.442679
9.009901	24.121249
9.010401	24.442679
9.108911	23.478107
9.109411	24.442679
9.209921	24.442679
9.210421	24.281976
